Object	RA	e_RA	Dec	e_Dec	Distance	e_Distance	FeH	e_FeH	Parallax	e_Parallax	Tspec	e_Tspec	logg	e_logg
1.60810602128741E+018	213.914133726	2.25833333333333E-08	52.67525306955	2.29444444444444E-08	289.944214	7.33436599999999	-0.3636	0	3.3837	0.1004	3353.5522	0	4.5923	0
1.60810557890773E+018	213.92160800978	4.83333333333333E-09	52.62045928816	5.11111111111111E-09	1022.58844	21.21695	-0.6922	0	0.9497	0.0215	5087.3203	0	4.4024	0
1.60795312045188E+018	215.19566476113	7.91666666666667E-09	52.53362659094	9.11111111111111E-09	3023.2417	347.20288	-0.7622	0	0.3076	0.0366	5599.1147	0	4.3174	0
1.60794673383646E+018	215.04894783985	1.41666666666667E-08	52.39695648148	0.000000016	832.117249	52.080261	-0.3769	0	1.1751	0.0649	4184.6396	0	4.6133	0
1.60794487841058E+018	214.918212902	7.61111111111111E-09	52.33291650462	8.05555555555556E-09	2714.4585	270.67627	-0.8491	0	0.3493	0.0344	5980.8081	0	4.417	0
1.60785434050095E+018	214.72629876274	3.91666666666667E-08	52.28516391778	4.08888888888889E-08	907.750305	144.31259	-0.1904	0	1.1082	0.1743	3443.7805	0	4.8741	0
1.6082112995258E+018	214.2880699725	3.67222222222222E-08	53.04577967782	3.55277777777778E-08	1231.91858	250.5506	-0.9017	0	0.8101	0.1592	3602.7524	0	4.5798	0
1.60810568198694E+018	213.9115108244	2.43055555555556E-08	52.64555493717	2.71944444444444E-08	1993.46265	387.3595	-0.787	0	0.4957	0.115	4700.4575	0	4.7025	0
1.60791361104956E+018	214.03049520315	2.27777777777778E-09	52.44802615964	2.41666666666667E-09	431.521881	2.48884550000003	-0.0436	0	2.2845	0.0105	5649.6812	0	4.0466	0
1.60821669400556E+018	214.3998023287	1.59722222222222E-08	53.07132165763	1.61666666666667E-08	2138.08936	337.33484	-0.6048	0	0.442	0.0692	5416.0376	0	4.672	0
1.60789842404523E+018	214.28292912908	8.55555555555556E-09	52.31556759443	8.52777777777778E-09	1214.50659	59.038635	-0.4222	0	0.7864	0.0353	4901.0972	0	4.4759	0
1.6079834944609E+018	215.22407703159	7.22777777777778E-08	52.78874520275	6.96388888888889E-08	440.144135	62.8844455	nan	0	2.2861	0.2891	nan	0	nan	0
1.60803750796972E+018	214.93114800362	4.78611111111111E-08	53.02584185793	4.87777777777778E-08	1000.69128	177.9954205	nan	0	1.0089	0.2031	nan	0	nan	0
1.60791041129714E+018	214.22627672947	5.86111111111111E-08	52.33440419139	5.73333333333333E-08	750.635681	124.268616	nan	0	1.3309	0.2449	nan	0	nan	0
1.60811732993824E+018	213.97413762833	0.00000000325	52.85899579786	3.27777777777778E-09	1064.43726	14.899595	-0.5078	0	0.9115	0.015	5976.8203	0	4.2194	0
1.60795611404504E+018	215.24291561786	1.24444444444444E-08	52.62735087167	1.51944444444444E-08	718.347351	28.86557	0.2302	0	1.3736	0.0565	4306.4414	0	4.6452	0
1.60810568198694E+018	213.90947547039	4.60555555555556E-08	52.63652094041	5.25555555555556E-08	634.698425	67.5012815	nan	0	1.5723	0.2139	nan	0	nan	0
1.60810444073943E+018	213.91996706362	1.94166666666667E-08	52.59644953454	2.03333333333333E-08	777.547363	51.2612305	-0.6278	0	1.2756	0.0863	3592.2576	0	4.575	0
1.60791038123417E+018	214.08152529054	4.27777777777778E-09	52.40570649082	4.27777777777778E-09	1739.49084	57.4068000000001	-0.5967	0	0.5445	0.0189	6208.1685	0	3.9058	0
1.6078528630322E+018	214.71867948095	5.54166666666667E-08	52.2813840009	5.45555555555556E-08	809.585327	145.8602295	nan	0	1.2724	0.2436	nan	0	nan	0
1.60791333617165E+018	214.06888394733	1.43055555555556E-08	52.41394531854	1.38055555555556E-08	2574.09448	426.839355	-0.6461	0	0.3388	0.0603	5221.0454	0	4.6296	0
1.60789467883377E+018	214.46480554608	1.67777777777778E-08	52.27773495345	1.67222222222222E-08	1531.31665	142.94171	-0.6415	0	0.6343	0.071	4694.1909	0	4.6928	0
1.60789467883378E+018	214.47007311803	2.82222222222222E-08	52.27709706042	2.73611111111111E-08	1173.31812	176.55664	-0.7625	0	0.891	0.1193	3640.6838	0	4.257	0
1.60789783992968E+018	214.38181481624	6.66666666666667E-09	52.28855005991	6.52777777777778E-09	538.700684	7.110657	0.4992	0	1.8266	0.0275	4174.5166	0	4.367	0
1.60821655656578E+018	214.3460249268	1.91944444444444E-08	53.06484880467	1.90555555555556E-08	2228.96094	474.88562	-0.7877	0	0.4342	0.0842	4880.8438	0	4.6922	0
1.60804919028079E+018	214.83454028901	1.56666666666667E-08	53.05977014351	1.75833333333333E-08	833.871643	48.3797	0.4484	0	1.1544	0.0699	4156.4307	0	4.5829	0
1.60789845840497E+018	214.31428809015	2.80555555555556E-09	52.30242817997	2.83333333333333E-09	231.460373	0.649193000000011	-0.0303	0	4.3064	0.0119	4982.1006	0	4.5618	0
1.60789776691339E+018	214.38915031402	5.39444444444444E-08	52.28617875739	0.00000005175	558.587158	69.5992585	nan	0	1.7743	0.2099	nan	0	nan	0
1.6078946401772E+018	214.51134493169	3.16666666666667E-08	52.27156666613	3.07222222222222E-08	660.074036	62.3200075	-0.1496	0	1.5077	0.1314	3573.2813	0	4.3107	0
1.60785303483087E+018	214.62646455265	3.33333333333333E-08	52.27012523307	3.32777777777778E-08	975.466919	131.987762	-0.7619	0	1.0165	0.1449	3592.9756	0	4.6014	0
1.60798473141137E+018	215.20903142754	0.00000003425	52.83182285927	3.39722222222222E-08	1257.34045	187.473205	-0.4198	0	0.8083	0.142	3881.0688	0	4.7731	0
1.60811794841353E+018	213.98184680495	1.47222222222222E-08	52.87834760342	1.46944444444444E-08	1497.37549	144.86139	-0.2873	0	0.6437	0.0669	4605.9717	0	4.6694	0
1.60791450010638E+018	213.98906656307	3.51666666666667E-08	52.47669622633	0.00000003525	513.533203	42.353836	-1.1765	0	1.9271	0.1547	3329.1484	0	4.6032	0
1.60791618802994E+018	213.96696447251	3.97222222222222E-09	52.5018541334	3.83333333333333E-09	2796.63574	114.769165	-0.1006	0	0.3297	0.0173	5099.6235	0	3.3487	0
1.60811495911629E+018	213.90396224209	1.31666666666667E-08	52.73363301144	0.000000014	1273.19043	88.39026	0.1397	0	0.7656	0.0604	4534.998	0	4.5489	0
1.60795562871282E+018	215.24156251345	4.04444444444444E-08	52.59457683109	4.23888888888889E-08	976.330261	148.049073	-0.4934	0	0.9822	0.1737	3382.0632	0	4.7371	0
1.60810423458099E+018	213.92858580594	4.05833333333333E-08	52.55872326949	4.64444444444444E-08	647.448303	87.6680605	nan	0	1.5382	0.186	nan	0	nan	0
1.60795254063224E+018	215.15691168097	1.51944444444444E-08	52.46496566321	1.68333333333333E-08	263.302277	4.2230835	0.0254	0	3.749	0.0679	3374.5261	0	4.8508	0
1.60785368766592E+018	214.79900187891	6.86111111111111E-09	52.28991923329	7.47222222222222E-09	176.805634	1.0932385	-0.3155	0	5.6139	0.0317	3484.5901	0	4.5227	0
1.60811557759158E+018	213.92041500487	1.82222222222222E-08	52.79035232375	2.01111111111111E-08	1134.72998	111.822025	-0.8274	0	0.8845	0.0846	3728.2954	0	4.5145	0
1.60794662646117E+018	215.12802972602	2.42222222222222E-08	52.43649351561	0.0000000275	1171.07898	134.752195	-0.3679	0	0.8135	0.1094	3714.9397	0	4.8014	0
1.6082172094008E+018	214.31160034543	3.54444444444444E-08	53.06158493038	3.39722222222222E-08	1218.38892	254.8349	-2.3792	0	0.7931	0.1541	3984.7092	0	4.6452	0
1.60821140690124E+018	214.21970935421	1.88611111111111E-08	53.03316220935	1.94444444444444E-08	2033.4292	268.65045	-0.0029	0	0.4655	0.0869	4183.4751	0	4.3842	0
1.60795566736844E+018	215.25083924408	1.15277777777778E-08	52.6126030703	1.22777777777778E-08	701.33313	24.386719	-0.9933	0	1.3929	0.0501	3722.53	0	4.3199	0
1.60791330181192E+018	214.0583217348	5.58333333333333E-09	52.41208848271	5.63888888888889E-09	1926.87012	105.77063	-0.6484	0	0.498	0.0243	6037.645	0	4.2328	0
1.60821676272503E+018	214.43575407595	3.33888888888889E-08	53.08532381813	3.39166666666667E-08	313.78006	14.578995	-0.6135	0	3.1659	0.1474	3053.5774	0	4.6117	0
1.60805036280731E+018	214.72405107928	7.52777777777778E-09	53.08484038887	8.66666666666667E-09	1099.27466	42.7995599999999	-0.3486	0	0.8797	0.0344	4788.1963	0	4.4506	0
1.60811553893496E+018	213.91126578468	3.16388888888889E-08	52.77432866258	3.58055555555556E-08	1357.18579	235.9234	-0.0846	0	0.6922	0.147	3539.929	0	4.8019	0
1.60795648770624E+018	215.26124344973	2.94444444444444E-09	52.68125946587	3.27777777777778E-09	143.230362	0.235855000000001	-0.0705	0	6.9594	0.0135	4741.5879	0	4.5307	0
1.60789485063246E+018	214.4224609324	5.13888888888889E-09	52.27647335612	4.80555555555556E-09	2585.65918	127.034665	-0.1025	0	0.3661	0.0211	5139.0508	0	3.6306	0
1.60821178485835E+018	214.03923738646	4.58333333333333E-09	52.9379246475	4.77777777777778E-09	990.536133	21.0080275	nan	0	0.98	0.0215	nan	0	nan	0
1.60798387241771E+018	215.23166940232	5.51111111111111E-08	52.80531725873	0.00000005875	723.74939	133.0475465	-0.3653	0	1.3937	0.2559	5568.8706	0	3.5551	0
1.60821188364133E+018	214.05697231506	3.99166666666667E-08	52.95224604089	4.61944444444445E-08	384.895416	34.634964	nan	0	2.5773	0.1999	nan	0	nan	0
1.60791337053139E+018	214.04751333256	4.63888888888889E-09	52.41672179704	0.000000005	1540.38171	47.901915	-0.2558	0	0.6238	0.0212	5791.6792	0	4.2622	0
1.6079525062725E+018	215.16888051742	8.19444444444444E-09	52.46934770501	8.97222222222222E-09	222.532349	1.740242	-0.1156	0	4.4551	0.0362	3418.311	0	4.5989	0
1.6078977712102E+018	214.40429654283	2.58333333333333E-09	52.27652458089	2.58333333333333E-09	436.732147	1.84423850000002	-0.6615	0	2.2681	0.0109	6000.3267	0	4.086	0
1.60794480539499E+018	214.93403985401	1.59527777777778E-07	52.32375752281	0.0000001765	117.866043	9.0425335	nan	0	8.5575	0.7317	nan	0	nan	0
1.6080494651587E+018	214.80703926492	2.80833333333333E-08	53.07447548762	3.30833333333333E-08	532.540466	34.821182	-0.6572	0	1.856	0.1274	3400.543	0	4.6241	0
1.60794490847421E+018	214.93933407162	4.68055555555556E-08	52.32458922803	5.01388888888889E-08	708.096191	105.2848515	-0.9412	0	1.4122	0.2135	3447.469	0	4.7497	0
1.60785382080802E+018	214.85110465228	0.00000003625	52.29524058861	3.80555555555556E-08	536.912598	50.823853	-0.2112	0	1.8647	0.165	3451.7073	0	4.2935	0
1.60791357668982E+018	214.02312756434	8.60277777777778E-08	52.43042965268	9.05555555555556E-08	379.721619	62.221527	nan	0	2.6804	0.394	nan	0	nan	0
1.60785100330948E+018	214.88297909359	3.49444444444444E-08	52.30401876789	3.64722222222222E-08	989.344604	145.974732	-0.9491	0	0.9852	0.1575	3865.9114	0	4.8788	0
1.60797995540764E+018	215.27069992993	3.09166666666667E-08	52.68780518841	3.24444444444444E-08	1106.86145	170.9407655	-0.2628	0	0.8889	0.1315	4073.6228	0	4.4379	0
1.60803012492141E+018	214.63256499083	4.03333333333333E-08	53.09938799835	4.51666666666667E-08	862.755188	140.567047	nan	0	1.1921	0.1839	nan	0	nan	0
1.6079838036984E+018	215.24899721626	2.43333333333333E-08	52.78806230599	2.32222222222222E-08	1074.40454	121.444488	-0.4309	0	0.9232	0.101	3896.6279	0	4.7646	0
1.60798466269189E+018	215.23174237611	2.29166666666667E-08	52.82381738275	2.31111111111111E-08	713.469116	45.958954	-0.8576	0	1.3851	0.0977	3593.4214	0	4.5661	0
1.60789477761615E+018	214.44780404206	1.93611111111111E-08	52.26577857271	1.89722222222222E-08	403.65918	10.5999145	-0.458	0	2.4476	0.081	3482.3066	0	4.5872	0
1.60803208342654E+018	215.17974797324	4.31388888888889E-08	52.89284590124	4.49166666666667E-08	355.216309	23.7363435	nan	0	2.8146	0.1817	nan	0	nan	0
1.60804957253334E+018	214.85765259192	7.77777777777778E-09	53.06675020207	8.91666666666667E-09	756.646729	17.125122	0.0394	0	1.2961	0.0352	4343.7764	0	4.5418	0
1.60794446609372E+018	215.04292459816	1.08888888888889E-08	52.36620265696	1.33611111111111E-08	87.5504303	0.41724395	nan	0	11.3644	0.055	nan	0	nan	0
1.60791000327705E+018	214.13279819022	4.27777777777778E-09	52.35531721629	4.13888888888889E-09	1558.04077	45.38928	-1.4965	0	0.6218	0.0182	6171.1372	0	4.2566	0
1.60798391107337E+018	215.24337424348	2.63888888888889E-09	52.81061687502	2.80555555555556E-09	110.911697	0.160404	-0.3316	0	8.9852	0.0117	4151.9468	0	4.7326	0
1.60789951925979E+018	214.58172899525	1.33333333333333E-08	52.25598039327	1.36388888888889E-08	614.173645	23.368042	-0.2908	0	1.6019	0.0567	4995.3833	0	3.3096	0
1.60821680138016E+018	214.43444321863	1.72777777777778E-08	53.09567857446	1.75277777777778E-08	3213.20117	585.114135	-1.2076	0	0.2654	0.0749	6131.8896	0	4.4592	0
1.60821150568423E+018	214.21913911567	1.36666666666667E-08	53.0456855628	1.38888888888889E-08	3544.8396	668.68396	-1.5228	0	0.2384	0.061	6219.6372	0	4.4884	0
1.60785279001586E+018	214.67717807548	2.79722222222222E-08	52.25933702963	2.86111111111111E-08	1393.7644	207.84039	-0.2612	0	0.7158	0.123	4132.8174	0	4.4428	0
1.60795470529576E+018	215.25426452331	8.33333333333333E-09	52.5699302577	9.91666666666667E-09	2375.53735	236.76782	-1.936	0	0.3978	0.0386	6355.4961	0	4.3935	0
1.60798359753996E+018	215.26263110958	1.76944444444444E-08	52.77536153379	0.0000000175	966.288757	70.070834	-0.699	0	1.0042	0.074	4034.2869	0	4.6928	0
1.60798507930445E+018	215.20680243584	2.52777777777778E-09	52.87438839875	2.97222222222222E-09	613.452087	4.37176499999998	-0.3036	0	1.6012	0.0118	5753.7422	0	4.3542	0
1.60810244787459E+018	213.92784937591	1.77777777777778E-08	52.51606135719	1.81388888888889E-08	596.12323	26.768036	-0.2794	0	1.6454	0.0771	3805.7356	0	4.7605	0
1.60803009056168E+018	214.59528626969	1.05833333333333E-08	53.10746107793	1.16111111111111E-08	288.589508	3.752838	-0.3993	0	3.429	0.0477	3623.8323	0	4.7477	0
1.60785355022697E+018	214.76963174231	3.80555555555556E-09	52.26842602678	4.02777777777778E-09	5273.10205	476.05591	nan	0	0.161	0.0172	nan	0	nan	0
1.60791446574664E+018	213.96432542725	2.50277777777778E-08	52.46920788463	0.00000002575	379.285339	17.967117	-0.6442	0	2.5615	0.111	3533.7429	0	4.9601	0
1.6079797492492E+018	215.28409917528	2.74722222222222E-08	52.67645091437	0.00000002725	1419.35229	227.43878	-0.5219	0	0.6817	0.1153	3983.8738	0	4.7728	0
1.60803764540869E+018	214.94829976658	2.41944444444444E-08	53.04640687579	2.62777777777778E-08	812.602295	71.3768315	-0.1497	0	1.2112	0.1051	3635.9521	0	4.3953	0
1.60797975354503E+018	215.28583411601	2.80555555555556E-09	52.67224463691	0.000000003	1177.29993	18.417295	-0.3703	0	0.8184	0.0124	5076.0664	0	3.5226	0
1.60789461011429E+018	214.49013726232	3.27777777777778E-09	52.25348338585	3.55555555555556E-09	963.976074	12.575409	-0.5591	0	1.0096	0.0142	5673.707	0	4.2788	0
1.60803675635094E+018	215.01094326818	2.72222222222222E-09	53.02170211148	2.97222222222222E-09	615.305298	4.27758799999998	-0.2549	0	1.596	0.0126	5656.4404	0	4.4222	0
1.60785275995298E+018	214.6724393039	3.01388888888889E-08	52.25275539955	2.97222222222222E-08	659.731689	53.395874	-0.5148	0	1.5005	0.1323	3402.1321	0	4.5271	0
1.60785096894973E+018	214.89056483942	3.02777777777778E-08	52.29298275669	3.20555555555556E-08	428.641205	25.4837645	0.0563	0	2.3158	0.1377	3328.7444	0	4.8613	0
1.60810430330047E+018	213.88970226395	5.46388888888889E-08	52.57147316215	5.58888888888889E-08	565.770508	77.8948215	nan	0	1.8271	0.2403	nan	0	nan	0
1.60795294865294E+018	215.23471301882	4.61111111111111E-09	52.51588512236	5.44444444444444E-09	639.012268	8.702179	-0.4551	0	1.542	0.0209	5144.2188	0	4.6648	0
1.60811763487903E+018	213.95020467459	4.70555555555556E-08	52.88577192816	5.12222222222222E-08	679.223267	93.4161685	nan	0	1.4801	0.2232	nan	0	nan	0
1.60785379074514E+018	214.83963029523	1.00277777777778E-08	52.27873037004	1.05833333333333E-08	428.673096	7.94502249999999	0.012	0	2.2996	0.0454	3841.8708	0	4.4742	0
1.60803070903695E+018	214.52843634166	2.33333333333333E-09	53.11151872714	2.38888888888889E-09	631.62323	3.65194700000001	-0.2388	0	1.5648	0.0101	6091.8374	0	4.2025	0
1.60785210711795E+018	214.74670039136	1.05277777777778E-08	52.25982403576	1.11388888888889E-08	1799.25085	115.8222	-0.8175	0	0.5309	0.0471	5095.5435	0	4.7098	0
1.60803764540869E+018	214.9517287819	0.000000053	53.04914469745	5.56944444444444E-08	285.032196	16.0279845	nan	0	3.4908	0.2282	nan	0	nan	0
1.60794466795604E+018	214.9864494205	0.00000003775	52.32574695566	0.00000004475	857.384766	128.117798	-0.0543	0	1.1983	0.1848	3552.9792	0	4.3139	0
1.60804977869177E+018	214.83559037366	4.03055555555556E-08	53.08424635342	4.48611111111111E-08	513.313232	47.245361	nan	0	1.977	0.1777	nan	0	nan	0
1.60811749744007E+018	213.92825037609	3.54166666666667E-08	52.86260425589	3.94166666666667E-08	251.774338	12.2048795	-0.9166	0	3.9499	0.1763	3156.3286	0	4.8548	0
1.6082139838816E+018	214.14307909023	5.55555555555556E-09	53.02502249543	5.63888888888889E-09	7409.89453	1236.05835	-0.4592	0	0.095	0.0247	5917.1084	0	3.5539	0
1.60821246775689E+018	214.11711377125	2.09722222222222E-08	53.01300604935	2.21666666666667E-08	1098.09241	136.336454	-0.0553	0	0.8936	0.0974	4058.2815	0	4.4686	0
1.6079529529491E+018	215.2406596574	0.000000004	52.51875412614	4.55555555555556E-09	491.097748	4.58699000000001	0.0686	0	2.0059	0.0181	4669.6499	0	4.5384	0
1.6081159555487E+018	213.90452984426	2.38333333333333E-08	52.82943001453	2.70277777777778E-08	240.451141	7.22592950000001	nan	0	4.0935	0.1188	nan	0	nan	0
1.60821700753859E+018	214.36970240599	1.15555555555556E-08	53.0954170666	1.15833333333333E-08	2835.80884	403.72937	-1.9717	0	0.3282	0.0491	6259.1309	0	4.4531	0
1.60790889946864E+018	214.1925855776	5.21388888888889E-08	52.31460526337	5.12222222222222E-08	634.609985	85.250793	nan	0	1.6112	0.2175	nan	0	nan	0
1.607952295818E+018	215.18744908899	5.43333333333333E-08	52.45302659318	6.01111111111111E-08	633.481262	121.6016235	nan	0	1.4851	0.2461	nan	0	nan	0
1.60785087016738E+018	214.87966489002	2.52777777777778E-09	52.28596457811	0.00000000275	697.794617	5.399811	nan	0	1.4136	0.0117	nan	0	nan	0
1.60785355022697E+018	214.77959247458	1.59722222222222E-08	52.26248029871	1.63055555555556E-08	1014.02301	86.8712475	-0.0052	0	0.9567	0.0704	4202.8765	0	4.6571	0
1.60794505020928E+018	215.00859584621	2.46388888888889E-08	52.33238920579	2.93611111111111E-08	870.835327	92.509857	-0.6598	0	1.1414	0.1238	3774.488	0	4.868	0
1.60789450703508E+018	214.47153083746	0.00000000475	52.24856390584	4.94444444444445E-09	1571.88782	51.888795	-0.5785	0	0.6113	0.0205	6254.7275	0	4.2846	0
1.60795284986989E+018	215.23185409823	0.0000000035	52.49925958339	3.97222222222222E-09	603.787354	6.436218	-0.6374	0	1.6407	0.0158	5631.0098	0	4.1347	0
1.60797989098397E+018	215.29695683993	4.65833333333333E-08	52.70868689739	4.87777777777778E-08	541.234558	72.0362855	nan	0	1.8641	0.1977	nan	0	nan	0
1.6079800971424E+018	215.29574454471	0.00000001025	52.72004057396	1.04722222222222E-08	648.281738	17.3726805	-0.4397	0	1.5175	0.0447	4509.9868	0	4.6392	0
1.60790917864333E+018	214.16522008403	1.61388888888889E-08	52.32233015524	1.52777777777778E-08	1844.4873	212.41632	-0.3356	0	0.5191	0.0677	5189.2212	0	4.6583	0
1.60810252089101E+018	213.90694395548	1.03888888888889E-08	52.51987986609	1.03888888888889E-08	2636.81519	320.66272	-0.8374	0	0.3461	0.0448	5798.3345	0	4.5514	0
1.60798400985686E+018	215.25998038864	1.90555555555556E-08	52.82738018948	1.90277777777778E-08	1975.78467	364.906555	-0.7446	0	0.4941	0.08	4804.084	0	4.6527	0
1.60795240319329E+018	215.20811204127	3.77777777777778E-09	52.46589187475	4.13888888888889E-09	1124.61475	22.0179450000001	-0.6134	0	0.8654	0.017	5957.3882	0	4.3527	0
1.60785344714826E+018	214.80333506749	7.46944444444444E-08	52.26296560125	7.63888888888889E-08	445.615051	59.575287	-0.2378	0	2.3168	0.3278	4238.1475	0	4.6692	0
1.60797968482556E+018	215.30215796025	8.11111111111111E-09	52.67462865022	8.83333333333334E-09	141.454117	0.861893000000009	-0.2259	0	7.0162	0.0362	3501.1572	0	4.8495	0
1.60803015928115E+018	214.6350979677	7.33333333333333E-09	53.11838863583	8.27777777777778E-09	2325.22461	148.076535	-0.5065	0	0.4035	0.0335	5783.5835	0	4.5499	0
1.60791343925087E+018	214.00669071563	7.22222222222222E-09	52.40938420146	7.47222222222222E-09	1366.83057	69.651245	-0.6345	0	0.7092	0.0324	5446.2651	0	4.6116	0
1.60789378118372E+018	214.52037506603	0.00000001975	52.24097836678	1.96944444444444E-08	2037.78101	432.206425	-0.5209	0	0.4879	0.0831	4645.4697	0	4.4861	0
1.60795525075571E+018	215.29604207888	2.74444444444444E-08	52.6165987359	3.12222222222222E-08	1656.69543	323.522275	-0.6334	0	0.6291	0.1171	3923.5046	0	4.6325	0
1.60811835643354E+018	213.9289061454	5.42222222222222E-08	52.88042987093	5.89722222222222E-08	708.436646	106.257599	nan	0	1.4842	0.2633	nan	0	nan	0
1.60811585246947E+018	213.88607810831	1.04722222222222E-08	52.81891125422	1.17222222222222E-08	1260.27698	75.789795	-1.0438	0	0.7698	0.0522	4971.4727	0	4.4761	0
1.60795226575435E+018	215.18453296992	8.72222222222222E-09	52.43785204211	8.97222222222222E-09	2331.72534	169.880245	-0.6931	0	0.4001	0.0377	5794.144	0	3.9116	0
1.60789450703508E+018	214.47131715488	9.86111111111111E-09	52.24319677956	9.94444444444445E-09	1523.74316	99.304565	-0.5091	0	0.6337	0.0419	4811.7832	0	4.4779	0
1.60795460221655E+018	215.27751075471	1.73055555555556E-08	52.55880571871	2.03333333333333E-08	1201.06921	140.32526	-0.7317	0	0.7975	0.0798	4432.8032	0	4.3985	0
1.60795298730884E+018	215.25817400042	2.36944444444444E-08	52.52374927239	2.74166666666667E-08	456.511597	22.228027	-0.3583	0	2.1519	0.109	3482.1174	0	4.3026	0
1.60795522069184E+018	215.29558631189	6.44444444444444E-09	52.60357957461	6.91666666666667E-09	795.165833	19.411255	0.0467	0	1.2268	0.0287	4795.7124	0	4.5259	0
1.60789378548057E+018	214.52920482532	1.12222222222222E-08	52.23818072308	1.14166666666667E-08	431.238586	7.926895	0.1105	0	2.3004	0.0464	4481.5645	0	4.5974	0
1.60821397958539E+018	214.13348523419	1.65277777777778E-08	53.03325205996	1.68333333333333E-08	726.180664	42.025116	0.1066	0	1.3391	0.0739	4080.2769	0	4.3973	0
1.60803365967887E+018	215.18224019115	1.80555555555556E-08	52.93185774197	1.93333333333333E-08	1559.49646	193.99048	-1.4672	0	0.6186	0.0778	5035.793	0	4.7739	0
1.60811595554868E+018	213.88642194651	9.41666666666667E-09	52.82874778011	1.08333333333333E-08	238.203674	2.80749499999999	-0.7032	0	4.1737	0.0473	3570.4204	0	4.6276	0
1.60810268839276E+018	213.88671764731	7.09166666666667E-08	52.53351290063	0.00000007	586.413757	101.5021975	nan	0	1.7583	0.3037	nan	0	nan	0
1.6081026926897E+018	213.892054399	4.83333333333333E-09	52.52438112858	4.97222222222222E-09	1071.26843	20.29401	-0.6579	0	0.9061	0.0213	5697.8916	0	4.5357	0
1.60785334406854E+018	214.80544270747	2.97222222222222E-09	52.25727914045	3.22222222222222E-09	660.181946	6.38250749999997	-0.751	0	1.4929	0.0136	5893.4297	0	4.2096	0
1.60821446491794E+018	214.20557121463	1.18888888888889E-08	53.06520579547	1.19722222222222E-08	794.257202	35.98642	0.0045	0	1.2298	0.0528	4349.9761	0	4.6661	0
1.60798367055519E+018	215.29030819195	1.11944444444444E-08	52.79241477605	1.09444444444444E-08	1892.78162	162.91345	-0.9621	0	0.5013	0.0467	5543.9126	0	4.5903	0
1.60789361368188E+018	214.55514214444	1.30833333333333E-08	52.23407290425	1.32777777777778E-08	2482.30469	348.837035	-1.1271	0	0.3823	0.0557	5230.6128	0	4.6873	0
1.60821216281547E+018	214.02335519073	1.06944444444444E-08	52.97556024248	1.11944444444444E-08	1573.0094	136.9021	-1.4526	0	0.6106	0.0511	4950.8169	0	4.5818	0
1.60803359525503E+018	215.1995800882	1.98611111111111E-08	52.92140148822	2.23888888888889E-08	944.995911	85.1915275	-0.7189	0	1.044	0.0896	4019.813	0	4.7117	0
1.6082144305582E+018	214.1825840664	3.27777777777778E-09	53.0587220762	3.38888888888889E-09	1339.95508	26.14972	-0.1001	0	0.7183	0.0146	5088.4434	0	3.6216	0
1.60803108699407E+018	214.54494892998	9.66666666666667E-09	53.12727267677	1.01111111111111E-08	655.099426	18.717621	0.0043	0	1.504	0.0421	4239.4575	0	4.6791	0
1.60790986583809E+018	214.10640743338	1.56944444444444E-08	52.33608392504	1.51666666666667E-08	1657.49207	180.3338	-0.1611	0	0.5716	0.0668	4626.7373	0	4.6674	0
1.60795463657661E+018	215.29629297872	2.63055555555556E-08	52.57679860949	0.00000002875	227.162338	7.18843100000001	-0.3086	0	4.3382	0.1162	3261.4631	0	5.02	0
1.60798050945926E+018	215.31147623996	4.08333333333333E-09	52.74095876689	4.19444444444444E-09	996.897339	18.208433	-0.4994	0	0.9818	0.0175	6083.2656	0	4.5206	0
1.60791322880269E+018	214.018486075	0.0000000805	52.38709703505	8.21111111111111E-08	504.387604	65.7233735	nan	0	2.0035	0.3574	nan	0	nan	0
1.60798050516349E+018	215.3090863645	3.56111111111111E-08	52.75270417524	3.54444444444444E-08	1227.29224	186.37085	-0.6292	0	0.7864	0.1476	3858.3486	0	4.31	0
1.60797992534371E+018	215.31653145822	6.93055555555556E-08	52.71351818528	0.0000000735	478.364929	65.596054	nan	0	2.1356	0.3003	nan	0	nan	0
1.6079443587184E+018	215.04857636301	9.33333333333333E-09	52.3338527647	1.03888888888889E-08	2749.56665	393.731935	-0.8867	0	0.3325	0.0447	5931.2031	0	4.5181	0
1.60789729017387E+018	214.33702806274	4.91666666666667E-08	52.25496510597	4.67222222222222E-08	555.890076	60.298691	nan	0	1.8095	0.2024	nan	0	nan	0
1.6078525194348E+018	214.6145656842	1.03333333333333E-08	52.23077176864	1.00833333333333E-08	1628.94385	115.054995	-0.3063	0	0.5868	0.0443	5088.3428	0	4.6005	0
1.60785072843156E+018	214.93390802358	3.38888888888889E-08	52.28476071461	3.85555555555556E-08	1372.99072	264.052675	-0.4847	0	0.7277	0.1616	3586.5017	0	4.7556	0
1.60789354496242E+018	214.56920759344	8.88888888888889E-09	52.22881154239	9.02777777777778E-09	1640.81482	114.862	-0.4059	0	0.5828	0.0381	5147.5864	0	4.5924	0
1.60810928975945E+018	213.8348059508	4.02777777777778E-09	52.71438251974	4.58333333333333E-09	618.447998	8.05682400000001	-0.5456	0	1.6053	0.0197	5672.0972	0	3.9381	0
