V     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_V  errBand_B  errBand_U  errBand_I  errBand_K                                                                             
  16.467  0.566  -0.193   0.654   1.522   5.13  5 4.95    5908.  4.47  11 11.8254  0.686    4.892    0.875  -0.861   0.321    97.706245   59.740551  213.812057   53.088875   1.8070  -8.1221   0.9024   1.5758   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0175     0.0267    -0.0157    -0.0042    -0.0222
  15.396  0.494  -0.050   0.622   1.404   4.08  5 4.75    6221.  4.30  11 12.1004  0.954    4.108    1.177  -0.494   0.235    97.234062   59.990711  213.852646   52.745106   1.7721  -8.1116   0.8792   1.5495   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0019    -0.0143     0.0172    -0.0069    -0.0296
  21.173  1.462   1.112   1.694   3.559   9.80  5 7.05    3820.  4.86   8  9.8583  0.404    8.604    0.391  -0.864   0.305    95.688965   59.773930  215.051926   52.403225   1.8200  -8.0908   0.9117   1.5875   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0006     0.0037     0.0009     0.0347    -0.0219
  20.891  1.409   1.180   1.775   3.628   9.48  5 7.05    3816.  4.92   8  9.8861  0.455    8.454    0.409  -0.454   0.198    95.768379   59.625088  215.166122   52.540764   1.8510  -8.0941   0.9312   1.6119   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0024    -0.0250    -0.0242     0.0366     0.0143
  20.744  1.431   1.158   1.807   3.592   9.38  5 7.00    3906.  4.93   8 10.1065  0.423    8.306    0.430  -0.512   0.220    95.906975   59.652920  215.049744   52.566719   1.8224  -8.0948   0.9159   1.5877   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0103     0.0068    -0.0065    -0.0377    -0.0176
  20.422  1.364   1.329   1.661   3.406   9.03  5 6.95    3974.  4.69   8 10.0479  0.434    8.012    0.468   0.505   0.018    95.607086   59.586658  215.308029   52.514656   1.8566  -8.0918   0.9354   1.6161   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0156    -0.0108    -0.0114     0.0088     0.0143
  20.148  1.332   1.085   1.593   3.317   8.74  5 6.90    4071.  4.85   8  9.9119  0.538    7.867    0.489  -0.686   0.256    97.286072   59.602764  214.230392   53.060169   1.8527  -8.1189   0.9299   1.6130   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0020    -0.0024    -0.0004     0.0063    -0.0242
  19.611  1.254   1.060   1.409   3.004   8.24  5 6.75    4234.  4.86   8  9.8922  0.543    7.443    0.542  -0.512   0.272    95.801224   59.928284  214.814667   52.325623   1.8239  -8.0924   0.9092   1.5934   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0026    -0.0010    -0.0013     0.0180     0.0047
  19.353  1.210   1.111   1.289   2.850   8.00  5 6.70    4217.  4.82   8  9.8734  0.688    7.302    0.557  -0.341   0.206    96.428520   59.386337  215.013840   52.941666   1.8346  -8.1046   0.9284   1.5939   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0327    -0.0240     0.0108    -0.0101     0.0166
  18.909  1.128   0.888   1.208   2.757   7.52  5 6.55    4578.  4.76   8 10.1410  0.517    7.018    0.590  -0.769   0.241    96.803833   59.605648  214.536926   52.900497   1.8363  -8.1101   0.9226   1.5990   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0059    -0.0101     0.0031     0.0091     0.0015
  18.679  1.069   0.819   1.051   2.539   7.34  5 6.40    4676.  4.67   8  9.9427  0.652    6.728    0.618  -0.389   0.265    96.631332   59.241257  215.043015   53.119011   1.8137  -8.1071   0.9214   1.5736   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0234    -0.0024     0.0131     0.0103    -0.0000
  18.171  0.914   0.483   0.934   2.263   6.76  5 6.25    4845.  4.46   8 10.0060  0.667    6.427    0.650  -1.040   0.293    97.647163   59.807308  213.780258   53.018330   1.8462  -8.1236   0.9202   1.6108   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0044    -0.0037     0.0330     0.0171     0.0400
  17.587  0.803   0.160   0.854   2.036   6.21  5 5.90    5115.  4.50   8  9.9757  0.804    5.952    0.702  -0.850   0.276    95.736237   59.768894  215.028366   52.422855   1.8159  -8.0914   0.9097   1.5840   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0003     0.0256    -0.0319     0.0172    -0.0052
  17.550  0.700   0.197   0.880   1.933   6.15  5 5.70    5377.  4.59   8  9.6990  0.747    5.785    0.723  -0.728   0.275    97.061287   59.673538  214.299454   52.932934   1.8343  -8.1139   0.9192   1.5983   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0117    -0.0242     0.0079    -0.0242     0.0133
  15.953  0.517  -0.124   0.682   1.452   4.54  5 4.90    6100.  4.44   8  9.9496  0.848    4.502    1.023  -0.729   0.291    96.490471   60.152870  214.148209   52.382278   1.8523  -8.1042   0.9159   1.6216   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0022    -0.0024    -0.0013    -0.0317     0.0245
  20.108  1.190   0.727   1.391   2.876   8.76  5 6.75    4205.  4.84   9 13.9082  0.423    8.121    0.398  -1.607   0.239    97.538658   59.687725  213.976639   53.076214   1.8207  -8.1206   0.9110   1.5868   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0227    -0.0221    -0.0309    -0.0317    -0.0145
  18.349  0.849   0.187   0.920   2.134   6.96  5 6.20    4965.  4.76   9 13.9829  0.435    6.704    0.547  -1.783   0.253    97.545502   59.577923  214.088531   53.163158   1.8422  -8.1225   0.9248   1.6036   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0135     0.0015     0.0111    -0.0139     0.0179
  21.862  1.531   1.100   1.757   3.534  10.50  5 7.10    3786.  4.89  11 11.8528  0.291    9.179    0.305  -1.088   0.284    96.129326   59.781834  214.771118   52.544456   1.8356  -8.0986   0.9186   1.6012   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0349     0.0153    -0.0001    -0.0385     0.0040
  21.621  1.446   1.132   1.715   3.538  10.25  5 7.05    3790.  5.07  11 11.9582  0.278    9.022    0.322  -0.772   0.341    96.274620   60.131470  214.304535   52.328526   1.8287  -8.0995   0.9053   1.6008   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0131    -0.0245    -0.0110     0.0151     0.0022
  21.365  1.373   1.194   1.895   3.698   9.92  5 7.05    3780.  4.80  11 11.7980  0.319    8.866    0.341  -0.552   0.222    96.594078   60.004864  214.241364   52.528412   1.8450  -8.1059   0.9163   1.6129   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0475    -0.0211     0.0030    -0.0158     0.0058
  21.128  1.447   1.096   1.681   3.475   9.72  5 7.05    3906.  4.97  11 12.0500  0.287    8.713    0.358  -0.753   0.279    96.286095   59.833279  214.617844   52.557617   1.8590  -8.1023   0.9285   1.6222   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0131     0.0193     0.0136     0.0114    -0.0045
  21.127  1.343   1.081   1.667   3.424   9.68  5 7.00    3850.  4.89  11 12.0247  0.289    8.559    0.377  -0.896   0.311    96.178696   60.014904  214.488739   52.385281   1.8556  -8.0998   0.9220   1.6223   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0290    -0.0171    -0.0131     0.0227     0.0182
  20.573  1.387   1.034   1.637   3.340   9.16  5 7.00    3928.  4.88  11 12.0192  0.333    8.405    0.398  -1.105   0.342    96.597473   59.843613  214.411743   52.652065   1.8540  -8.1070   0.9252   1.6181   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0091     0.0071    -0.0299    -0.0044     0.0312
  20.512  1.361   1.056   1.567   3.285   9.19  5 6.90    3982.  4.88  11 12.0131  0.393    8.252    0.417  -0.628   0.299    96.717422   59.535763  214.667404   52.925068   1.8151  -8.1076   0.9139   1.5795   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0529    -0.0421    -0.0695     0.0103     0.0123
  20.264  1.351   1.060   1.563   3.233   8.92  5 6.90    4041.  4.95  11 11.9612  0.276    8.101    0.437  -0.781   0.303    97.010208   59.763588  214.235962   52.847466   1.8158  -8.1116   0.9075   1.5837   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0278    -0.0027    -0.0004    -0.0086     0.0082
  20.327  1.312   1.052   1.550   3.161   8.91  5 6.85    4021.  4.75  11 11.9236  0.611    7.952    0.457  -0.820   0.289    96.083176   60.094757  214.461746   52.293751   1.8559  -8.0981   0.9201   1.6238   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0052     0.0042     0.0180    -0.0158     0.0241
  19.732  1.201   0.885   1.428   2.966   8.33  5 6.75    4264.  4.91  11 12.0654  0.385    7.657    0.495  -1.139   0.329    95.268547   59.789810  215.291092   52.249397   1.8246  -8.0843   0.9142   1.5918   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0147    -0.0032     0.0136    -0.0108    -0.0064
  19.237  1.197   0.943   1.340   2.861   7.83  5 6.65    4314.  4.79  11 12.0321  0.529    7.368    0.528  -0.635   0.258    97.512787   59.865551  213.805817   52.930511   1.8483  -8.1213   0.9199   1.6135   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0002     0.0052    -0.0237    -0.0187     0.0067
  19.101  1.159   1.002   1.236   2.804   7.69  5 6.60    4430.  4.83  11 11.9884  0.654    7.224    0.542  -0.630   0.226    96.346039   59.989834  214.412018   52.459026   1.8568  -8.1026   0.9230   1.6229   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0027    -0.0029     0.0348     0.0166    -0.0050
  19.157  1.116   0.804   1.178   2.699   7.77  5 6.50    4502.  4.71  11 11.9533  0.496    7.078    0.558  -0.841   0.333    96.133430   59.748390  214.804886   52.570957   1.8445  -8.0993   0.9240   1.6084   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0116     0.0106     0.0109    -0.0225    -0.0174
  18.470  0.987   0.827   1.065   2.496   7.05  5 6.35    4678.  4.73  11 12.1684  0.649    6.779    0.587  -0.556   0.232    96.242638   60.025970  214.437317   52.397881   1.8472  -8.1004   0.9174   1.6152   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0114    -0.0148     0.0047    -0.0235    -0.0236
  18.378  0.972   0.584   0.979   2.336   7.01  5 6.30    4844.  4.73  11 11.9554  0.726    6.626    0.601  -0.665   0.277    97.597267   59.587929  214.044174   53.172100   1.8246  -8.1221   0.9155   1.5885   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0079     0.0120    -0.0130    -0.0077     0.0146
  17.341  0.655   0.040   0.838   1.854   5.95  5 5.60    5506.  4.66  11 11.8566  0.608    5.812    0.689  -1.090   0.268    96.434731   59.615196  214.760635   52.771336   1.8242  -8.1034   0.9169   1.5886   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0081    -0.0165    -0.0028    -0.0070     0.0145
  17.067  0.645   0.045   0.763   1.746   5.68  5 5.45    5524.  4.71  11 12.1861  0.846    5.637    0.713  -0.724   0.286    97.729065   59.637341  213.905869   53.176140   1.8171  -8.1235   0.9101   1.5829   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0099     0.0006     0.0259     0.0352     0.0260
  17.043  0.669  -0.078   0.675   1.605   5.68  5 5.30    5633.  4.59  11 12.0381  0.653    5.456    0.743  -0.747   0.313    96.468315   59.241127  215.147659   53.064205   1.8527  -8.1067   0.9415   1.6071   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0514     0.0147     0.0122     0.0231     0.0131
  16.805  0.613  -0.041   0.700   1.637   5.41  5 5.15    5715.  4.68  11 11.9852  0.650    5.271    0.780  -0.649   0.278    95.532227   59.734505  215.191254   52.379673   1.8416  -8.0895   0.9238   1.6055   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0057     0.0104     0.0083     0.0108    -0.0494
  21.650  1.481   1.149   1.929   3.960  10.17  5 7.10    3696.  4.91   8 10.0279  0.241    8.902    0.353  -0.113   0.150    95.714111   59.554905  215.276932   52.574554   1.8870  -8.0952   0.9514   1.6418   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0271     0.0377    -0.0330     0.0012     0.0023
  20.423  1.373   1.191   1.580   3.376   8.98  5 6.95    4025.  4.80   8  9.9174  0.470    8.012    0.468  -0.346   0.187    95.264252   59.696716  215.396439   52.316589   1.9023  -8.0881   0.9558   1.6574   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0280     0.0040     0.0103    -0.0018    -0.0131
  19.848  1.263   1.140   1.272   2.969   8.44  5 6.75    4150.  4.82   8  9.8889  0.498    7.443    0.542  -0.123   0.149    96.130966   59.746098  214.808929   52.571854   1.8854  -8.1015   0.9445   1.6436   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0324     0.0118     0.0010     0.0220    -0.0156
  18.434  1.028   0.854   1.096   2.590   6.95  5 6.40    4592.  4.57   8  9.9825  0.854    6.728    0.618  -0.445   0.267    95.874046   59.992012  214.700912   52.302090   1.8983  -8.0972   0.9444   1.6588   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0150    -0.0079     0.0166     0.0050    -0.0151
  15.445  0.531  -0.146   0.653   1.406   3.98  4 4.60    6083.  4.05   8  9.9775  0.999    3.912    1.312  -1.005   0.338    95.824371   59.820164  214.918106   52.414139   1.9073  -8.0973   0.9539   1.6638   0.083    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0230     0.0206     0.0245    -0.0406     0.0108
  21.833  1.496   1.075   1.757   3.553  10.38  5 7.10    3752.  5.03  11 11.9283  0.215    9.179    0.305  -1.112   0.290    96.075699   59.688614  214.905869   52.596550   1.8821  -8.1005   0.9445   1.6398   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0039     0.0206    -0.0002    -0.0019     0.0124
  21.601  1.444   1.168   1.855   3.676  10.16  5 7.05    3790.  4.90  11 12.0397  0.284    9.022    0.322  -0.525   0.295    96.282936   59.308304  215.191910   52.951187   1.8772  -8.1049   0.9524   1.6293   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0003    -0.0133    -0.0064    -0.0283    -0.0170
  21.707  1.424   1.203   1.768   3.594  10.23  5 7.05    3833.  4.85  11 12.1555  0.364    8.866    0.341  -0.832   0.274    96.511505   59.821167  214.489883   52.640930   1.9062  -8.1087   0.9521   1.6628   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0028    -0.0221     0.0377     0.0139     0.0025
  21.338  1.403   1.134   1.723   3.518   9.87  5 7.05    3936.  4.87  11 11.9494  0.483    8.713    0.358  -0.777   0.276    96.277809   59.764263  214.697571   52.606918   1.9030  -8.1048   0.9525   1.6591   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0013    -0.0125     0.0041     0.0054    -0.0080
  20.806  1.385   1.176   1.670   3.458   9.37  5 7.00    3903.  5.08  11 11.7676  0.517    8.405    0.398  -0.597   0.282    96.191116   60.053707  214.439392   52.360062   1.8812  -8.1013   0.9336   1.6451   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0161    -0.0142     0.0324     0.0220    -0.0090
  20.560  1.360   1.023   1.570   3.258   9.13  5 6.90    3969.  4.74  11 12.0894  0.442    8.252    0.417  -1.069   0.288    95.914291   59.923813  214.750076   52.366539   1.8718  -8.0967   0.9331   1.6348   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0010     0.0258     0.0143     0.0109     0.0260
  20.514  1.314   0.982   1.550   3.210   9.07  5 6.90    4135.  4.71  11 12.0690  0.447    8.101    0.437  -0.995   0.316    96.401955   59.735661  214.650803   52.669552   1.8681  -8.1050   0.9356   1.6285   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0099     0.0174     0.0159    -0.0083    -0.0025
  20.144  1.292   0.993   1.461   3.113   8.74  5 6.85    4019.  4.83  11 12.0395  0.513    7.952    0.457  -0.877   0.270    96.351807   59.249588  215.212677   53.018475   1.8701  -8.1058   0.9503   1.6222   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0311    -0.0232    -0.0033     0.0036    -0.0152
  20.142  1.259   0.951   1.481   3.061   8.67  5 6.80    4201.  4.73  11 12.0723  0.474    7.803    0.476  -1.025   0.336    96.309418   59.981213  214.444031   52.453564   1.8938  -8.1041   0.9417   1.6548   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0136     0.0122     0.0086    -0.0086     0.0096
  20.075  1.254   1.028   1.469   3.053   8.62  5 6.75    4192.  4.78  11 12.0116  0.319    7.657    0.495  -0.810   0.291    95.432648   59.629902  215.367477   52.423294   1.8860  -8.0903   0.9493   1.6422   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0097     0.0113     0.0235    -0.0182    -0.0256
  18.993  1.063   0.763   1.158   2.696   7.55  5 6.50    4442.  4.84  11 12.0026  0.470    7.078    0.558  -1.076   0.303    96.257423   59.624210  214.862366   52.705551   1.8771  -8.1035   0.9435   1.6344   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0000    -0.0203    -0.0006     0.0032    -0.0124
  18.887  1.086   0.761   1.109   2.581   7.44  5 6.45    4651.  4.79  11 11.8184  0.329    6.930    0.571  -0.727   0.292    95.389839   59.820621  215.183502   52.267735   1.8910  -8.0893   0.9464   1.6497   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0130     0.0162    -0.0195    -0.0178    -0.0023
  18.494  0.920   0.623   0.986   2.374   7.03  5 6.30    4858.  4.49  11 12.0488  0.803    6.626    0.601  -0.866   0.258    97.000977   59.529053  214.493164   53.023556   1.8966  -8.1172   0.9546   1.6497   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0006    -0.0291    -0.0027    -0.0077    -0.0165
  18.263  0.920   0.480   0.912   2.198   6.83  5 6.20    4914.  4.61  11 12.0269  0.700    6.469    0.615  -0.729   0.268    97.284721   59.488873  214.352997   53.147087   1.8716  -8.1205   0.9426   1.6275   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0099     0.0098    -0.0116     0.0155     0.0280
  17.882  0.792   0.215   0.901   2.030   6.44  5 5.95    5226.  4.72  11 11.7779  0.709    6.147    0.647  -0.689   0.264    97.318024   59.748318  214.055099   52.958630   1.8603  -8.1194   0.9296   1.6219   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0176     0.0161    -0.0383    -0.0051     0.0361
  17.183  0.628   0.039   0.773   1.749   5.73  5 5.45    5534.  4.77  11 12.0804  0.617    5.637    0.713  -0.844   0.267    96.362282   59.239769  215.216827   53.029385   1.8843  -8.1068   0.9578   1.6342   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0018    -0.0226     0.0113     0.0129     0.0099
  16.174  0.506  -0.107   0.627   1.499   4.76  5 4.90    6008.  4.31  11 12.0692  0.804    4.698    0.935  -0.989   0.306    96.458275   59.593723  214.769043   52.795361   1.8652  -8.1062   0.9380   1.6236   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0117    -0.0145     0.0268     0.0123    -0.0309
  16.043  0.520  -0.190   0.604   1.417   4.61  5 4.80    6110.  4.43  11 11.8243  0.733    4.502    1.000  -1.081   0.333    96.508018   59.131081  215.243225   53.160282   1.8792  -8.1093   0.9580   1.6280   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0051     0.0288     0.0034     0.0238     0.0121
  16.128  0.540  -0.103   0.612   1.332   4.72  5 4.80    6152.  4.14  11 11.9336  0.811    4.305    1.080  -0.649   0.264    97.270058   59.924973  213.898987   52.807240   1.8738  -8.1188   0.9315   1.6366   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0306     0.0082     0.0106    -0.0198     0.0330
  13.952  0.873   0.263   0.885   2.157   2.50  3 5.55    4990.  2.95  11 11.8938  0.763    2.125    4.461  -1.193   0.347    96.520317   59.327393  215.019852   53.016830   1.8846  -8.1092   0.9552   1.6360   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0015     0.0118    -0.0025     0.0158    -0.0004
  21.317  1.475   1.148   1.822   3.648   9.83  5 7.05    3864.  4.77   8  9.8106  0.594    8.604    0.391  -0.682   0.268    96.220757   59.302135  215.238083   52.934746   1.9191  -8.1062   0.9740   1.6652   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0103     0.0048    -0.0094    -0.0097    -0.0015
  20.298  1.290   1.126   1.544   3.246   8.81  5 6.85    3979.  4.75   8  9.8071  0.328    7.724    0.508  -0.423   0.236    95.393524   59.774757  215.231689   52.302914   1.9220  -8.0909   0.9632   1.6757   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0041    -0.0228    -0.0266    -0.0006    -0.0141
  19.579  1.245   1.117   1.368   2.998   8.07  5 6.75    4211.  4.52   8  9.9792  0.548    7.443    0.542  -0.240   0.160    96.080704   59.594379  215.005585   52.668831   1.9365  -8.1038   0.9746   1.6852   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0029     0.0100     0.0060    -0.0071    -0.0017
  18.268  0.937   0.699   1.012   2.335   6.72  5 6.25    4928.  4.69   8  9.9589  0.733    6.427    0.650  -0.298   0.191    96.931030   60.044971  213.987289   52.606503   1.9520  -8.1176   0.9676   1.7063   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0241     0.0146     0.0014    -0.0249    -0.0196
  16.465  0.624   0.067   0.661   1.555   4.97  5 5.05    5876.  4.38   8  9.8952  0.747    4.886    0.902   0.189   0.098    97.147064   59.644608  214.275360   52.982960   1.9237  -8.1210   0.9646   1.6749   0.063    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0064     0.0105    -0.0093     0.0323    -0.0239
  21.854  1.322   0.826   1.620   3.215  10.33  5 7.00    4022.  5.04   9 13.9634  0.102    9.441    0.250  -1.891   0.205    95.529190   59.565426  215.379501   52.503864   1.9444  -8.0949   0.9804   1.6915   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0118    -0.0029     0.0030    -0.0127     0.0170
  21.099  1.275   0.975   1.531   3.189   9.58  5 6.85    4059.  5.15   9 13.9426  0.236    8.779    0.318  -1.078   0.268    95.455757   59.876934  215.081589   52.248238   1.9308  -8.0921   0.9646   1.6851   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0127    -0.0098     0.0132     0.0049    -0.0043
  21.772  1.496   1.095   1.828   3.617  10.28  5 7.05    3917.  4.88  11 12.0072  0.208    9.022    0.322  -0.743   0.295    96.436127   60.309818  214.015213   52.245350   1.9221  -8.1067   0.9460   1.6847   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0034     0.0360    -0.0233    -0.0186     0.0218
  21.541  1.409   1.201   1.838   3.648  10.02  5 7.05    3821.  4.93  11 11.9538  0.472    8.866    0.341  -0.405   0.220    96.981621   59.949081  214.056839   52.696236   1.9554  -8.1190   0.9720   1.7076   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0078    -0.0379    -0.0151    -0.0148     0.0141
  21.015  1.353   1.097   1.660   3.367   9.49  5 7.00    3919.  4.77  11 12.0572  0.442    8.405    0.398  -0.913   0.300    97.496658   59.890755  213.789764   52.905876   1.9581  -8.1282   0.9739   1.7089   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0049    -0.0221    -0.0076    -0.0130     0.0184
  20.634  1.361   1.049   1.660   3.327   9.13  5 6.90    4104.  4.94  11 12.0294  0.456    8.252    0.417  -0.783   0.301    95.641487   60.018620  214.814072   52.204998   1.9232  -8.0945   0.9564   1.6809   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0122     0.0248    -0.0086    -0.0205     0.0308
  20.424  1.279   1.019   1.561   3.251   8.90  5 6.90    4008.  4.87  11 11.9544  0.449    8.101    0.437  -0.966   0.353    96.608078   59.167431  215.138916   53.166798   1.9470  -8.1148   0.9913   1.6869   0.064    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0160    -0.0124     0.0023    -0.0092    -0.0337
  20.325  1.335   1.051   1.511   3.240   8.81  5 6.85    4134.  4.87  11 12.0465  0.441    7.952    0.457  -0.613   0.235    96.752930   59.821590  214.337372   52.719559   1.9449  -8.1150   0.9709   1.6963   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0091     0.0127    -0.0149     0.0460    -0.0217
  19.993  1.287   1.134   1.447   3.138   8.51  5 6.80    4119.  4.72  11 11.7641  0.495    7.803    0.476  -0.353   0.168    97.141777   59.768795  214.146408   52.886078   1.9199  -8.1202   0.9592   1.6738   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0123    -0.0071     0.0181     0.0264    -0.0120
  20.094  1.201   1.074   1.526   3.084   8.54  5 6.75    4237.  4.92  11 12.0000  0.683    7.657    0.495  -0.398   0.254    96.688728   60.202553  213.972321   52.408215   1.9384  -8.1122   0.9567   1.6971   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0403    -0.0224    -0.0100    -0.0302     0.0005
  19.356  1.162   0.869   1.247   2.792   7.84  5 6.60    4399.  4.78  11 11.9229  0.709    7.224    0.542  -0.547   0.259    96.198166   59.687283  214.830902   52.638401   1.9446  -8.1060   0.9757   1.6937   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0029     0.0160    -0.0311     0.0035     0.0020
  19.003  1.119   0.978   1.209   2.636   7.52  5 6.50    4558.  4.69  11 11.9466  0.662    7.078    0.558  -0.349   0.211    96.776031   59.571396  214.591568   52.917377   1.9161  -8.1145   0.9636   1.6672   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0019     0.0039     0.0218    -0.0456     0.0468
  17.935  0.789   0.173   0.866   2.045   6.44  5 5.95    5306.  4.64  11 11.9992  0.682    6.147    0.647  -0.900   0.357    96.081184   59.351700  215.271698   52.850388   1.9156  -8.1035   0.9710   1.6630   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0033     0.0116    -0.0233     0.0104     0.0031
